,Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,lat/lon,State
168,70431,Pantry d'or,1,Chennai,"21/11, J Block, 6th Avenue Main Road, Anna Nagar East, Chennai",Anna Nagar East,"Anna Nagar East, Chennai",80.2191037,13.0918088,"Continental, Cafe, Italian, Desserts",750,Indian Rupees(Rs.),Yes,Yes,No,No,2,4.4,Green,Very Good,1504,"13.0918088,80.2191037",Tamil Nadu
169,70894,Maplai,1,Chennai,"14, Sterling Avenue, Nungambakkam, Chennai",Nungambakkam,"Nungambakkam, Chennai",80.23644167,13.06418056,"South Indian, Chettinad",1000,Indian Rupees(Rs.),Yes,No,No,No,3,4.2,Green,Very Good,1714,"13.06418056,80.23644167",Tamil Nadu
170,18384227,AB's - Absolute Barbecues,1,Chennai,"Velachery Tharamani Link Road, Opposite TCS, Velachery, Chennai",Velachery,"Velachery, Chennai",80.23159799999999,12.981615,"North Indian, European, Mediterranean",1600,Indian Rupees(Rs.),No,No,No,No,3,4.9,Dark Green,Excellent,859,"12.981615,80.23159799999999",Tamil Nadu
171,3000122,Zucca Pizzeria,1,Coimbatore,"GRG College Road, Opposite Rajasree Ford Showroom, Peelamedu, Coimbatore",Peelamedu,"Peelamedu, Coimbatore",77.00700302,11.02483917,Pizza,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,274,"11.02483917,77.00700302",Tamil Nadu
172,3000062,Cream Centre,1,Coimbatore,"128/180, Orbit Avenue, Thirugnanasambandam Road, Opposite Bishop Appasamy College, Gopalapuram, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore",76.97649444,11.00366944,"North Indian, Chinese, Italian, Mexican",1000,Indian Rupees(Rs.),No,No,No,No,3,4.0,Green,Very Good,203,"11.00366944,76.97649444",Tamil Nadu
173,18260777,Kuchi n Kream,1,Coimbatore,"353/1, Hotel Landmark Complex, Bharathiaar Road, Gandhipuram, Coimbatore",Gandhipuram,"Gandhipuram, Coimbatore",76.9720757,11.01629845,"Cafe, Continental, Fast Food",800,Indian Rupees(Rs.),No,Yes,No,No,3,4.6,Dark Green,Excellent,202,"11.01629845,76.9720757",Tamil Nadu
174,18280306,Tim's Bistro,1,Coimbatore,"156, Race Course Road, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore",76.9754397,11.0030085,"North Indian, Continental",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,85,"11.0030085,76.9754397",Tamil Nadu
175,3000132,Kites Cafe,1,Coimbatore,"267, B.R. Puram, Near Royal Enfield Showroom, Avinashi Road, Peelamedu, Coimbatore",Peelamedu,"Peelamedu, Coimbatore",77.015393,11.025083,Cafe,400,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,124,"11.025083,77.015393",Tamil Nadu
176,18434000,24 Plus Cafe & Restaurant,1,Coimbatore,"1A, Pollachi Main Road, Eachanari, Podanur, Coimbatore",Podanur,"Podanur, Coimbatore",76.971082,10.96185,"Continental, Fast Food, Desserts, Indian",450,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,24,"10.96185,76.971082",Tamil Nadu
177,3000195,Valarmathi Kongunaatu Samayal,1,Coimbatore,"207/A, CSI Compound, Opposite Photo Centre, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore",76.976268,11.001852,"South Indian, Biryani",350,Indian Rupees(Rs.),No,No,No,No,2,4.5,Dark Green,Excellent,380,"11.001852,76.976268",Tamil Nadu
178,3000996,Yari,1,Coimbatore,"69, Bharathi Park, 6th Cross, Saibaba Colony, Coimbatore",Saibaba Colony,"Saibaba Colony, Coimbatore",76.940432,11.02091,"North Indian, Chinese, Street Food",700,Indian Rupees(Rs.),No,No,No,No,2,4.2,Green,Very Good,221,"11.02091,76.940432",Tamil Nadu
179,3000021,The Cascade Restaurant,1,Coimbatore,"479-B1, Avinashi Road, Near Suguna Kalyana Mandapam, Peelamedu, Coimbatore",Peelamedu,"Peelamedu, Coimbatore",76.99501667,11.02127778,Chinese,1200,Indian Rupees(Rs.),No,Yes,No,No,3,4.1,Green,Very Good,243,"11.02127778,76.99501667",Tamil Nadu
180,3000770,Cafe Totaram,1,Coimbatore,"245/1, Near Veejay Hall, Raheja Apartment, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore",76.98187642,11.00076241,"Cafe, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,4.0,Green,Very Good,132,"11.00076241,76.98187642",Tamil Nadu
181,3001489,Batlivala & Khanabhoy,1,Coimbatore,"122, 4th Floor, Appusamy Layout, Red Fields, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore",76.98624135,11.00175265,"Parsi, North Indian",1200,Indian Rupees(Rs.),No,No,No,No,3,4.2,Green,Very Good,40,"11.00175265,76.98624135",Tamil Nadu
182,3000016,On The Go,1,Coimbatore,"167, Race Course Road, Gopalapuram, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore",76.975525,11.00368056,"Italian, North Indian, Desserts",1500,Indian Rupees(Rs.),No,No,No,No,4,4.0,Green,Very Good,215,"11.00368056,76.975525",Tamil Nadu
183,3000107,Haribhavanam Hotel,1,Coimbatore,"2, Bharathi Colony, Peelamedu, Coimbatore",Peelamedu,"Peelamedu, Coimbatore",76.995667,11.022477,"South Indian, Chettinad, North Indian",600,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good,318,"11.022477,76.995667",Tamil Nadu
184,3001321,CakeBee,1,Coimbatore,"6/1, SRP Nagar, Saibaba Colony, Coimbatore",Saibaba Colony,"Saibaba Colony, Coimbatore",76.94465239,11.02611735,"Bakery, Desserts",350,Indian Rupees(Rs.),No,Yes,No,No,2,4.9,Dark Green,Excellent,200,"11.02611735,76.94465239",Tamil Nadu
185,3001065,Cream Stone,1,Coimbatore,"Creamstone , 1335, Avinashi Road, Opposite Bharath Petrol Bunk, Peelamedu, Coimbatore","SMS Hotel, Peelamedu","SMS Hotel, Peelamedu, Coimbatore",76.9983492,11.02229761,"Desserts, Ice Cream",300,Indian Rupees(Rs.),No,No,No,No,1,4.3,Green,Very Good,161,"11.02229761,76.9983492",Tamil Nadu
186,3001032,Burger Ka Baap,1,Coimbatore,"Avinashi Road, Near PSG College Of Technology, Peelamedu, Coimbatore",Peelamedu,"Peelamedu, Coimbatore",76.99959444,11.02216944,Fast Food,500,Indian Rupees(Rs.),No,No,No,No,2,4.3,Green,Very Good,147,"11.02216944,76.99959444",Tamil Nadu
187,3000001,That's Y Food,1,Coimbatore,"24/49, TV Swamy Road East, Opposite Emeral Building, RS Puram, Coimbatore",RS Puram,"RS Puram, Coimbatore",76.95295,11.010375,"North Indian, Biryani",1400,Indian Rupees(Rs.),No,No,No,No,3,4.2,Green,Very Good,299,"11.010375,76.95295",Tamil Nadu
188,3000048,Barbeque Nation,1,Coimbatore,"6th Floor, Metro Park Inn, 1000, Raja Street, Near Clock Tower, Town Hall, Coimbatore",Town Hall,"Town Hall, Coimbatore",76.96330278,10.99413611,"North Indian, European, Mediterranean",1400,Indian Rupees(Rs.),No,No,No,No,3,4.4,Green,Very Good,505,"10.99413611,76.96330278",Tamil Nadu
189,3000126,Bird On Tree,1,Coimbatore,"28, Opposite Circuit House, Behind HDFC, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore",76.98431119,11.00863836,"Continental, Chinese, Thai, Malaysian, North Indian",1200,Indian Rupees(Rs.),No,No,No,No,3,3.8,Yellow,Good,221,"11.00863836,76.98431119",Tamil Nadu
190,3000014,Sree Annapoorna,1,Coimbatore,"75, East Arokiasamy Road, RS Puram, Coimbatore",RS Puram,"RS Puram, Coimbatore",76.95173611,11.00668611,"South Indian, North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,2,4.3,Green,Very Good,225,"11.00668611,76.95173611",Tamil Nadu
191,3500017,Anandam,1,Dehradun,"69, Krishna Tower, Rajpur Road, Hathibarkala Salwala, Dehradun",Hathibarkala Salwala,"Hathibarkala Salwala, Dehradun",78.053162,30.335259000000004,"Desserts, North Indian, Chinese, South Indian, Fast Food, Street Food",650,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,141,"30.335259000000004,78.053162",Uttarakhand
192,18440677,Jalapenos,1,Dehradun,"Mussourie Diversion, Pacific Hills,Rajpur Road, Rajpur, Dehradun",Rajpur,"Rajpur, Dehradun",78.07715102,30.37220198,"Cafe, Mexican",500,Indian Rupees(Rs.),No,No,No,No,3,4.2,Green,Very Good,68,"30.37220198,78.07715102",Uttarakhand
193,3500010,Black Pepper Restaurant,1,Dehradun,"3, Astley Hall, Rajpur Road, Rajpur, Dehradun",Rajpur,"Rajpur, Dehradun",78.04610600000001,30.327968,"North Indian, Chinese",1200,Indian Rupees(Rs.),No,No,No,No,4,4.0,Green,Very Good,175,"30.327968,78.04610600000001",Uttarakhand
194,18416632,The Great Indian Pub,1,Dehradun,"138/345, Rajpur Road, Jakhan, Dehradun",Jakhan,"Jakhan, Dehradun",78.06802238,30.36128079,North Indian,1500,Indian Rupees(Rs.),No,No,No,No,4,4.9,Dark Green,Excellent,50,"30.36128079,78.06802238",Uttarakhand
195,3500059,TBistro,1,Dehradun,"Saina Inn, 3, Old Survey Road, Karanpur, Dehradun",Karanpur,"Karanpur, Dehradun",78.054222,30.332734999999996,"North Indian, Chinese",550,Indian Rupees(Rs.),No,No,No,No,3,3.8,Yellow,Good,230,"30.332734999999996,78.054222",Uttarakhand
196,18279289,BMG - All Day Dining,1,Dehradun,"140 A, Rajpur Road, Jakhan, Dehradun",Jakhan,"Jakhan, Dehradun",78.06888981,30.36268594,"Chinese, North Indian, Fast Food",0,Indian Rupees(Rs.),No,No,No,No,1,4.3,Green,Very Good,63,"30.36268594,78.06888981",Uttarakhand
197,3500018,Town Table Restaurant,1,Dehradun,"101, Rajpur Road, Hathibarkala Salwala, Dehradun",Hathibarkala Salwala,"Hathibarkala Salwala, Dehradun",78.060221,30.340721999999996,"North Indian, Chinese, Continental",1000,Indian Rupees(Rs.),No,No,No,No,4,3.9,Yellow,Good,173,"30.340721999999996,78.060221",Uttarakhand
198,3500081,Y Cafe & Restaurant,1,Dehradun,"Hotel White House, Behind St. Joseph's Academy, Subhash Road, Karanpur, Dehradun",Karanpur,"Karanpur, Dehradun",78.04911700000001,30.328174,Cafe,500,Indian Rupees(Rs.),No,No,No,No,3,4.0,Green,Very Good,94,"30.328174,78.04911700000001",Uttarakhand
199,3500011,Kalsang Friends Corner,1,Dehradun,"88 A, Opposite Osho, Chander Lok Colony, Rajpur Road, Hathibarkala Salwala, Dehradun",Hathibarkala Salwala,"Hathibarkala Salwala, Dehradun",78.062543,30.346994,"Chinese, Thai, Tibetan",750,Indian Rupees(Rs.),No,No,No,No,3,4.2,Green,Very Good,406,"30.346994,78.062543",Uttarakhand
200,3500505,Barbeque Nation,1,Dehradun,"Chaudhary Plaza, Rajpur Road, Rajpur, Dehradun",Rajpur,"Rajpur, Dehradun",78.061187,30.3425093,"North Indian, Mediterranean, Asian, Chinese",1600,Indian Rupees(Rs.),No,No,No,No,4,4.4,Green,Very Good,66,"30.3425093,78.061187",Uttarakhand
201,3500013,Dunkin Donuts,1,Dehradun,"UG 03, Pacific Mall, Rajpur Road, Jakhan, Dehradun","Pacific Mall, Jakhan","Pacific Mall, Jakhan, Dehradun",78.070453,30.366321999999997,"Burger, Desserts",600,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,101,"30.366321999999997,78.070453",Uttarakhand
202,18408585,Punjab Grill,1,Dehradun,"Rajpur Road, Jakhan, Dehradun",Jakhan,"Jakhan, Dehradun",78.067079,30.359721999999998,"Mughlai, North Indian",1250,Indian Rupees(Rs.),No,No,No,No,4,4.0,Green,Very Good,98,"30.359721999999998,78.067079",Uttarakhand
203,3500024,Doon Darbar,1,Dehradun,"43, Gandhi Road, Paltan Bazaar, Dehradun",Paltan Bazaar,"Paltan Bazaar, Dehradun",78.04026667,30.31952778,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,121,"30.31952778,78.04026667",Uttarakhand
204,18469976,Sam's Bake Shop,1,Faridabad,"Shop 121, HUDA Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad",77.31032009999998,28.4808985,"Bakery, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,"28.4808985,77.31032009999998",Haryana
205,6077,Giani's,1,Faridabad,"Food Court, Crown Plaza Mall, Sector 15-A,  Near, Sector 15, Faridabad","Crown Plaza Mall, Sector 15, Faridabad","Crown Plaza Mall, Sector 15, Faridabad, Faridabad",77.3130127,28.3980691,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,16,"28.3980691,77.3130127",Faridabad
206,303871,Momo-Cha,1,Faridabad,"31, Near HDFC Bank ATM, Sector 17 Market, Sector 17, Faridabad",Sector 17,"Sector 17, Faridabad",77.32889780000001,28.410602899999997,"North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,56,"28.410602899999997,77.32889780000001",Faridabad
207,18471327,Tasty Dhaba Family Restaurant,1,Faridabad,"12/4, Sarai Khawaja, Banarasi Market, Near Toll Gate, Main Mathura Road, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad",77.3060567,28.474531,"North Indian, Mughlai",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,"28.474531,77.3060567",Haryana
208,18089775,Chicken Inn Family Meat Shop,1,Faridabad,"B-204, Green Field Colony, Sector 42, Faridabad",Sector 42,"Sector 42, Faridabad",77.30027778,28.46118611,"Raw Meats, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,"28.46118611,77.30027778",Faridabad
209,301728,Desire Foods,1,Faridabad,"G 25/22, Main Road, 40 Feet, Molarband Extension, Badarpur Border, Faridabad",Badarpur Border,"Badarpur Border, Faridabad",77.3066401,28.4900591,"Chinese, Fast Food, Bakery",250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4,"28.4900591,77.3066401",Delhi
210,18471320,Finger Licious,1,Faridabad,"Shop 5, Anangpur Chowk, Green Field, Opposite Apartments, Suraj Kund Road, Faridabad",Suraj Kund,"Suraj Kund, Faridabad",77.2846781,28.4609284,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,"28.4609284,77.2846781",Faridabad
211,18270895,Cafe Grub Up,1,Faridabad,"SCF 43, 2nd Floor, Main Market, Sector 15, Faridabad",Sector 15,"Sector 15, Faridabad",77.3235233,28.395196000000002,"Cafe, American, Mexican, Italian, Thai",900,Indian Rupees(Rs.),Yes,No,No,No,2,3.8,Yellow,Good,134,"28.395196000000002,77.3235233",Faridabad
212,18420465,Butter & Grace,1,Faridabad,"14/5, SRS Tower, Ground Floor, Sector 31, Faridabad",Sector 31,"Sector 31, Faridabad",77.309147,28.446933,"North Indian, Chinese, Italian, Fast Food",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,7,"28.446933,77.309147",Haryana
213,18472429,Chill 'N Grill,1,Faridabad,"3C-188, Opposite Bharat Optical, NIT, Faridabad",NIT,"NIT, Faridabad",77.2900667,28.3954463,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,"28.3954463,77.2900667",Faridabad
214,8026,Aggarwal Sweets Centre,1,Faridabad,"HR 1B, Pul Pehladpur, Main Suraj Kund Road, Suraj Kund, Faridabad",Suraj Kund,"Suraj Kund, Faridabad",77.2899232,28.499717699999998,"Mithai, Street Food, Chinese",100,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4,"28.499717699999998,77.2899232",Haryana
215,18445360,Hungrill,1,Faridabad,"Booth 110, HUDA Market, Near ICICI Bank, Sector 16, Faridabad",Sector 16,"Sector 16, Faridabad",77.31907650000001,28.410819800000002,"North Indian, Chinese, Continental",500,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,4,"28.410819800000002,77.31907650000001",Faridabad
216,8318,Standard Family Restaurant,1,Faridabad,"31, Main Market, Sector 7, Faridabad",Sector 7,"Sector 7, Faridabad",77.3260374,28.363348699999996,North Indian,450,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,16,"28.363348699999996,77.3260374",Faridabad
217,18469962,Oh My !,1,Faridabad,"Ground Floor, 45 SLF Mall, IP Colony, Sector-30-33, Faridabad",Sector 31,"Sector 31, Faridabad",77.3159508,28.4549967,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,"28.4549967,77.3159508",Faridabad
218,18433895,Cravings,1,Faridabad,"Shop 6, SCO C-3166, Lower Ground Floor, Pujara Complex, Green Fields Colony, Sector 41, Faridabad",Sector 41,"Sector 41, Faridabad",77.28759091,28.46626355,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,4,"28.46626355,77.28759091",Haryana
219,313089,Evergreen Tandoori Night,1,Faridabad,"C-3548, Basement, Greenfield, Sector 41, Faridabad",Sector 41,"Sector 41, Faridabad",77.28919957,28.46191014,North Indian,550,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,3,"28.46191014,77.28919957",Haryana
220,18450934,The Grillz & Gravy,1,Faridabad,"3G/1, NIT, Faridabad",NIT,"NIT, Faridabad",77.29227809999999,28.3982684,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,"28.3982684,77.29227809999999",Faridabad
221,18425750,Tandoori Zaaika's,1,Faridabad,"Tigaon Road, Near Omaxe, Sector 86, Faridabad",Sector 86,"Sector 86, Faridabad",77.336292,28.410219399999995,"North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,39,"28.410219399999995,77.336292",Faridabad
222,312514,Maggi Point,1,Faridabad,"F-46 A, 1st Floor, Eldeco Mall, Sector 12, Faridabad","Eldeco Station 1 Mall, Sector 12, Faridabad","Eldeco Station 1 Mall, Sector 12, Faridabad, Faridabad",77.3140449,28.3869029,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,"28.3869029,77.3140449",Faridabad
223,5005,Chaudhary Bhojnalaya,1,Faridabad,"HUDA Market, Sector 15, Faridabad",Sector 15,"Sector 15, Faridabad",77.3240517,28.395338899999995,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,93,"28.395338899999995,77.3240517",Faridabad
224,18244229,The Big Scoop,1,Ghaziabad,"C 17, 1st Floor, Patparganj Industrial Area, Kaushambi, Ghaziabad",Kaushambi,"Kaushambi, Ghaziabad",77.31069862,28.6411332,Ice Cream,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,"28.6411332,77.31069862",Delhi
225,3824,Let's Noodle,1,Ghaziabad,"18, 2nd Floor, Shipra Mall, Gulmohar Road, Indirapuram, Ghaziabad","Shipra Mall, Indirapuram","Shipra Mall, Indirapuram, Ghaziabad",77.36971814,28.63421758,Chinese,700,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,181,"28.63421758,77.36971814",Uttar Pradesh
226,18409175,Mr. Brown,1,Ghaziabad,"C-1, Saya Zenith, Next to CISF Camp, Opposite Shipra Sun City, Indirapuram, Ghaziabad",Indirapuram,"Indirapuram, Ghaziabad",77.378751,28.637449,"Fast Food, Cafe, Desserts, Bakery",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,52,"28.637449,77.378751",Uttar Pradesh
227,300756,Cinch,1,Ghaziabad,"3rd Floor, Shipra Mall, Indirapuram, Ghaziabad","Shipra Mall, Indirapuram","Shipra Mall, Indirapuram, Ghaziabad",77.36972552,28.63412753,"North Indian, Chinese, Continental",1500,Indian Rupees(Rs.),Yes,No,No,No,3,2.6,Orange,Average,92,"28.63412753,77.36972552",Uttar Pradesh
228,301670,Maini Restaurant,1,Ghaziabad,"A Block Market, Surya Nagar, Ghaziabad",Surya Nagar,"Surya Nagar, Ghaziabad",77.3252184,28.6698582,"North Indian, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,114,"28.6698582,77.3252184",Uttar Pradesh
229,1683,Pind Balluchi,1,Ghaziabad,"Shop 34-40, Level 3, Shipra Mall, Gulmohar Road, Indirapuram, Ghaziabad","Shipra Mall, Indirapuram","Shipra Mall, Indirapuram, Ghaziabad",77.37016473,28.63397039,"North Indian, Mughlai",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,1.8,Red,Poor,322,"28.63397039,77.37016473",Uttar Pradesh
230,300713,9 Mars Lounge,1,Ghaziabad,"Level 3, Shipra Mall, Vaibhav Khand, Gulmohar Road, Indirapuram, Ghaziabad","Shipra Mall, Indirapuram","Shipra Mall, Indirapuram, Ghaziabad",77.36989718,28.63423199,"North Indian, Chinese",2500,Indian Rupees(Rs.),Yes,No,No,No,4,2.5,Orange,Average,184,"28.63423199,77.36989718",Uttar Pradesh
231,311523,Burger King,1,Ghaziabad,"Shop 18, Ground Floor, Shipra Mall, Vaibhav Khand, Indirapuram, Ghaziabad","Shipra Mall, Indirapuram","Shipra Mall, Indirapuram, Ghaziabad",77.36986466,28.63388299,"Burger, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,327,"28.63388299,77.36986466",Uttar Pradesh
232,2572,McDonald's,1,Ghaziabad,"9, Shipra Mall, Indirapuram, Ghaziabad","Shipra Mall, Indirapuram","Shipra Mall, Indirapuram, Ghaziabad",77.37036925,28.63401924,"Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,150,"28.63401924,77.37036925",Uttar Pradesh
233,307903,Thakur Bakers,1,Ghaziabad,"Shop 24, Regalia Heights, Shipra Suncity, Indirapuram, Ghaziabad",Indirapuram,"Indirapuram, Ghaziabad",77.37419167,28.63602222,Bakery,150,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,6,"28.63602222,77.37419167",Uttar Pradesh
234,8595,Mx Corn,1,Ghaziabad,"Ground Floor, Shipra Mall, Indirapuram, Ghaziabad","Shipra Mall, Indirapuram","Shipra Mall, Indirapuram, Ghaziabad",77.36987706,28.63431586,Fast Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,7,"28.63431586,77.36987706",Uttar Pradesh
235,18034077,Kebab Xpress,1,Ghaziabad,"1, Food Court, 2nd Floor, Shipra Mall, Indirapuram, Ghaziabad","Shipra Mall, Indirapuram","Shipra Mall, Indirapuram, Ghaziabad",77.36959241,28.63383826,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average,14,"28.63383826,77.36959241",Uttar Pradesh
236,18168161,Domino's Pizza,1,Ghaziabad,"Shop 18, Lower Ground, Shipra Mall, Indirapuram, Ghaziabad","Shipra Mall, Indirapuram","Shipra Mall, Indirapuram, Ghaziabad",77.36981537,28.63407809,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,17,"28.63407809,77.36981537",Uttar Pradesh
237,8601,Haldiram's,1,Ghaziabad,"Ground Floor, Shipra Mall, Gulmohar Road, Indirapuram, Ghaziabad","Shipra Mall, Indirapuram","Shipra Mall, Indirapuram, Ghaziabad",77.37023715,28.633938899999997,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,187,"28.633938899999997,77.37023715",Uttar Pradesh
238,17953902,The Dosa King,1,Ghaziabad,"Shop 4, B Block, Main Market, Opposite Vivek Vihar, Surya Nagar, Ghaziabad",Surya Nagar,"Surya Nagar, Ghaziabad",77.3231543,28.6644658,"South Indian, North Indian, Chinese",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,80,"28.6644658,77.3231543",Uttar Pradesh
239,1318,Baskin Robbins,1,Ghaziabad,"1st Floor, Shipra Mall, Gulmohar Road, Indirapuram, Ghaziabad","Shipra Mall, Indirapuram","Shipra Mall, Indirapuram, Ghaziabad",77.3704,28.63392778,Ice Cream,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,27,"28.63392778,77.3704",Uttar Pradesh
240,18381223,Dosa X'press,1,Ghaziabad,"Food Court, 2nd Floor, Shipra Mall, Indirapuram, Ghaziabad","Shipra Mall, Indirapuram","Shipra Mall, Indirapuram, Ghaziabad",77.36972786,28.63378764,South Indian,500,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,6,"28.63378764,77.36972786",Uttar Pradesh
241,18456342,Mitalis Kitchen,1,Ghaziabad,"Mall Road, Ahinsha Khand ll, Near Shanti Gopal Hospital, Indirapuram, Ghaziabad",Indirapuram,"Indirapuram, Ghaziabad",77.31548297,28.63823809,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,"28.63823809,77.31548297",Delhi
242,313502,FoodByMom,1,Ghaziabad,"Near Shipra Mall, Indirapuram, Ghaziabad",Indirapuram,"Indirapuram, Ghaziabad",77.369326,28.635083,North Indian,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,161,"28.635083,77.369326",Uttar Pradesh
243,8583,Chinese X'Press,1,Ghaziabad,"Bite Inn Food Court, 2nd Floor, Shipra Mall, Gulmohar Road, Indirapuram, Ghaziabad","Shipra Mall, Indirapuram","Shipra Mall, Indirapuram, Ghaziabad",77.36986466,28.63388299,Chinese,600,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,16,"28.63388299,77.36986466",Uttar Pradesh
244,130409,Baba Au Rhum,1,Goa,"1054, Sim Vaddo, Anjuna, Goa",Anjuna,"Anjuna, Goa",73.75574991,15.57668259,"Italian, French, Cafe",800,Indian Rupees(Rs.),No,No,No,No,3,4.5,Dark Green,Excellent,280,"15.57668259,73.75574991",Goa
245,16512333,Britto's Bar & Restaurant,1,Goa,"Baga Calangute, Bardez, Baga, Goa",Baga,"Baga, Goa",73.74947806,15.56129549,"North Indian, Continental, Chinese, Seafood",1400,Indian Rupees(Rs.),No,No,No,No,4,4.3,Green,Very Good,2191,"15.56129549,73.74947806",Goa
246,16519267,Calamari,1,Goa,"Dando Beach, Opposite Santana Beach Resort, Candolim, Goa",Candolim,"Candolim, Goa",73.7666682,15.5062047,"Goan, Seafood, Chinese",800,Indian Rupees(Rs.),No,No,No,No,3,4.2,Green,Very Good,414,"15.5062047,73.7666682",Goa
247,130332,Club Cubana,1,Goa,"82, Sim Waddo, Arpora Hill, Anjuna, Goa",Anjuna,"Anjuna, Goa",73.76688333,15.57482778,Finger Food,2000,Indian Rupees(Rs.),No,No,No,No,4,4.4,Green,Very Good,646,"15.57482778,73.76688333",Goa
248,130567,Souza Lobo,1,Goa,"Calangute Beach, Calangute, Goa","Calangute Beach, Calangute","Calangute Beach, Calangute, Goa",73.75573611,15.54441944,"North Indian, Continental, Goan",1300,Indian Rupees(Rs.),No,No,No,No,4,4.3,Green,Very Good,918,"15.54441944,73.75573611",Goa
249,16519231,Cafe Al Fresco by Cantina Bodega,1,Goa,"Sunaparanta Centre For The Arts, Altinho, Panaji, Goa",Panaji,"Panaji, Goa",73.827423,15.49395,Cafe,800,Indian Rupees(Rs.),No,No,No,No,3,4.3,Green,Very Good,265,"15.49395,73.827423",Goa
